session_id,manoeuvre_id,requester_station_id,first_request_tx_wall_time,first_request_tx_sim_time,first_response_rx_wall_time,first_response_rx_sim_time,termination_rx_wall_time,termination_rx_sim_time,request_to_response_ms,request_to_termination_ms,completed
session_0_10_1773688915539,10,0,1773688915.5396206,38.3,,,,,,,False
session_0_10_1773688916605,10,0,1773688916.6059868,43.4,,,1773688917.3662152,46.9,,760.2283954620361,True
